classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::jdt::internal::core::util::BindingKeyResolver ; 27.8349 ; 0.126085 ; 0.192313 ; 8.64791 ; 0.320171 ; 
org::eclipse::jdt::internal::compiler::ast::CharLiteral ; 7.18983 ; 0.00279656 ; 0.0119696 ; 0.174975 ; 0.00318449 ; 
org::eclipse::jdt::internal::codeassist::impl::AssistParser ; 21.8696 ; 0.0492549 ; 0.182267 ; 8.49381 ; 0.306668 ; 
org::eclipse::jdt::internal::core::ImportDeclaration ; 9.78944 ; 0.00554512 ; 0.0130494 ; 0.226223 ; 0.00118421 ; 
org::eclipse::jdt::internal::core::jdom::SiblingEnumeration ; 5.1154 ; 0.00238599 ; 0.00769445 ; 0.121597 ; 0.00113041 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleNameReference ; 9.52046 ; 0.00540264 ; 0.136956 ; 8.13496 ; 0.199171 ; 
org::eclipse::jdt::internal::core::Initializer ; 8.73596 ; 0.00575968 ; 0.134499 ; 8.1114 ; 0.198199 ; 
org::eclipse::jdt::core::dom::rewrite::ASTRewrite ; 22.3224 ; 0.0600046 ; 0.184584 ; 8.5032 ; 0.27112 ; 
org::eclipse::jdt::internal::core::search::indexing::RemoveFromIndex ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::ast::NameReference ; 6.93237 ; 0.00251643 ; 0.00985736 ; 0.162632 ; 0.00115402 ; 
org::eclipse::jdt::core::dom::EnumConstantDeclaration ; 8.43242 ; 0.0124956 ; 0.153579 ; 8.14429 ; 0.231202 ; 
org::eclipse::jdt::internal::core::search::matching::FieldLocator ; 22.2053 ; 0.032553 ; 0.172122 ; 8.47539 ; 0.258686 ; 
org::eclipse::jdt::internal::core::SourceField ; 11.9865 ; 0.0129116 ; 0.0170688 ; 0.280853 ; 0.0029218 ; 
org::eclipse::jdt::core::dom::DefaultBindingResolver ; 31.5924 ; 0.300283 ; 0.222272 ; 8.78286 ; 0.364037 ; 
org::eclipse::jdt::internal::compiler::parser::RecoveredLocalVariable ; 5.43024 ; 0.0245148 ; 0.1274 ; 8.03229 ; 0.185798 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedSingleTypeReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::formatter::comment::JavaDocLine ; 2.36846 ; 0.0012291 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnBrankStatementLabel ; 2.36846 ; 0.00205824 ; 0.00424624 ; 0.058891 ; 9.97772e-4 ; 
org::eclipse::jdt::core::dom::QualifiedType ; 6.78585 ; 0.00335055 ; 0.151707 ; 8.10751 ; 0.231175 ; 
org::eclipse::jdt::internal::core::ReconcileWorkingCopyOperation ; 25.6173 ; 0.0846606 ; 0.167331 ; 8.5373 ; 0.232523 ; 
org::eclipse::jdt::internal::core::builder::CompilationParticipantResult ; 4.23423 ; 0.00852955 ; 0.00697318 ; 0.103102 ; 0.00109894 ; 
org::eclipse::jdt::core::compiler::CompilationParticipant ; 12.3914 ; 0.0316353 ; 0.0316799 ; 0.333686 ; 0.0448123 ; 
org::eclipse::jdt::internal::compiler::lookup::MethodBinding ; 32.6911 ; 0.195339 ; 0.201627 ; 8.76815 ; 0.324112 ; 
org::eclipse::jdt::internal::core::hierarchy::HierarchyResolver ; 27.7744 ; 0.171569 ; 0.201598 ; 8.66317 ; 0.366126 ; 
org::eclipse::jdt::internal::compiler::ast::ParameterizedSingleTypeReference ; 26.4203 ; 0.0560375 ; 0.189695 ; 8.60706 ; 0.315804 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocMessageSend ; 1.5732 ; 6.08173e-4 ; 0.00228336 ; 0.0371667 ; 1.77449e-4 ; 
org::eclipse::jdt::internal::core::search::indexing::AddFolderToIndex ; 3.9771 ; 0.00164464 ; 0.00585268 ; 0.0940532 ; 7.56986e-4 ; 
org::eclipse::jdt::internal::core::BasicCompilationUnit ; 6.6689 ; 0.00932822 ; 0.00865949 ; 0.153373 ; 4.46134e-4 ; 
org::eclipse::jdt::internal::compiler::lookup::BinaryTypeBinding ; 32.4393 ; 0.175505 ; 0.19951 ; 8.7585 ; 0.317989 ; 
org::eclipse::jdt::internal::compiler::lookup::RawTypeBinding ; 20.4542 ; 0.0405621 ; 0.16674 ; 8.43262 ; 0.266276 ; 
org::eclipse::jdt::internal::core::SortElementsOperation ; 16.5532 ; 0.113798 ; 0.0306448 ; 0.410094 ; 0.0238794 ; 
org::eclipse::jdt::internal::compiler::lookup::CompilationUnitScope ; 30.2239 ; 0.0880495 ; 0.223028 ; 8.75651 ; 0.400078 ; 
org::eclipse::jdt::core::search::FieldDeclarationMatch ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::core::jdom::DOMException ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::flow::UnconditionalFlowInfo ; 14.1223 ; 0.44007 ; 0.0246912 ; 0.347632 ; 0.00849129 ; 
org::eclipse::jdt::internal::core::util::ConstantValueAttribute ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionOnClassLiteralAccess ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::batch::FileSystem ; 19.9756 ; 0.125969 ; 0.0864815 ; 0.604506 ; 0.212676 ; 
org::eclipse::jdt::internal::compiler::problem::ShouldNotImplement ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::codeassist::complete::CompletionScanner ; 19.3371 ; 0.0884648 ; 0.0336207 ; 0.473575 ; 0.0171919 ; 
org::eclipse::jdt::internal::compiler::ast::NumberLiteral ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::eval::CodeSnippetScope ; 20.7216 ; 0.0588535 ; 0.16188 ; 8.42777 ; 0.224526 ; 
org::eclipse::jdt::internal::codeassist::select::SelectionOnImportReference ; 4.07501 ; 0.00220824 ; 0.0062193 ; 0.097153 ; 0.00103086 ; 
org::eclipse::jdt::internal::compiler::codegen::Label ; 8.91433 ; 0.0842206 ; 0.0132603 ; 0.211619 ; 0.00144622 ; 
org::eclipse::jdt::internal::compiler::ast::JavadocQualifiedTypeReference ; 17.6478 ; 0.045999 ; 0.165026 ; 8.36931 ; 0.272883 ; 
org::eclipse::jdt::internal::core::search::matching::JavaSearchPattern ; 17.1181 ; 0.17442 ; 0.0453446 ; 0.456267 ; 0.0985587 ; 
org::eclipse::jdt::core::dom::RecoveredVariableBinding ; 2.38353 ; 0.0070591 ; 0.00773332 ; 0.0695092 ; 0.0121332 ; 
org::eclipse::jdt::core::CompletionProposal ; 20.2197 ; 0.259526 ; 0.183799 ; 8.46014 ; 0.280317 ; 
